5QualifyingScene.js:493 Car Position - X: 1458, Y: 1023, Rotation: -65
QualifyingScene.js:493 Car Position - X: 1237, Y: 701, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1238, Y: 701, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1240, Y: 701, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1242, Y: 700, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1244, Y: 700, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1265, Y: 696, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1267, Y: 695, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1268, Y: 695, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1270, Y: 695, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1289, Y: 691, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1291, Y: 691, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1293, Y: 690, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1295, Y: 690, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1297, Y: 690, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1317, Y: 686, Rotation: 81
QualifyingScene.js:493 Car Position - X: 1320, Y: 685, Rotation: 84
QualifyingScene.js:493 Car Position - X: 1322, Y: 685, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1323, Y: 684, Rotation: 89
QualifyingScene.js:493 Car Position - X: 1325, Y: 684, Rotation: 91
QualifyingScene.js:493 Car Position - X: 1327, Y: 684, Rotation: 93
QualifyingScene.js:493 Car Position - X: 1329, Y: 683, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1330, Y: 683, Rotation: 98
QualifyingScene.js:493 Car Position - X: 1332, Y: 683, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1343, Y: 681, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1344, Y: 680, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1346, Y: 681, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1347, Y: 681, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1349, Y: 681, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1350, Y: 682, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1352, Y: 682, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1366, Y: 684, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1368, Y: 685, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1370, Y: 685, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1372, Y: 686, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1374, Y: 686, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1376, Y: 686, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1379, Y: 687, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1399, Y: 691, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1401, Y: 691, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1404, Y: 691, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1406, Y: 692, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1409, Y: 692, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1412, Y: 693, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1414, Y: 693, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1417, Y: 694, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1421, Y: 695, Rotation: 100
QualifyingScene.js:493 Car Position - X: 1437, Y: 698, Rotation: 98
QualifyingScene.js:493 Car Position - X: 1440, Y: 698, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1443, Y: 699, Rotation: 93
QualifyingScene.js:493 Car Position - X: 1446, Y: 699, Rotation: 91
QualifyingScene.js:493 Car Position - X: 1449, Y: 700, Rotation: 89
QualifyingScene.js:493 Car Position - X: 1451, Y: 700, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1476, Y: 705, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1478, Y: 705, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1480, Y: 705, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1482, Y: 705, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1485, Y: 705, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1487, Y: 704, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1490, Y: 704, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1493, Y: 704, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1495, Y: 704, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1524, Y: 702, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1527, Y: 702, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1529, Y: 702, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1532, Y: 702, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1535, Y: 701, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1538, Y: 701, Rotation: 84
QualifyingScene.js:493 Car Position - X: 1541, Y: 701, Rotation: 82
QualifyingScene.js:493 Car Position - X: 1545, Y: 701, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1548, Y: 700, Rotation: 77
QualifyingScene.js:493 Car Position - X: 1551, Y: 700, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1569, Y: 698, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1571, Y: 698, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1574, Y: 697, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1576, Y: 697, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1579, Y: 696, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1582, Y: 695, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1585, Y: 694, Rotation: 75
QualifyingScene.js:493 Car Position - X: 1631, Y: 682, Rotation: 72
QualifyingScene.js:493 Car Position - X: 1634, Y: 681, Rotation: 70
QualifyingScene.js:493 Car Position - X: 1636, Y: 680, Rotation: 68
QualifyingScene.js:493 Car Position - X: 1638, Y: 680, Rotation: 65
QualifyingScene.js:493 Car Position - X: 1640, Y: 679, Rotation: 63
QualifyingScene.js:493 Car Position - X: 1642, Y: 679, Rotation: 60
QualifyingScene.js:493 Car Position - X: 1644, Y: 678, Rotation: 58
QualifyingScene.js:493 Car Position - X: 1645, Y: 678, Rotation: 56
QualifyingScene.js:493 Car Position - X: 1647, Y: 677, Rotation: 53
QualifyingScene.js:493 Car Position - X: 1649, Y: 677, Rotation: 51
QualifyingScene.js:493 Car Position - X: 1650, Y: 676, Rotation: 49
QualifyingScene.js:493 Car Position - X: 1659, Y: 674, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1660, Y: 674, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1661, Y: 673, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1662, Y: 672, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1664, Y: 671, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1665, Y: 669, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1667, Y: 668, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1682, Y: 655, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1683, Y: 653, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1685, Y: 652, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1686, Y: 651, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1688, Y: 649, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1690, Y: 648, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1691, Y: 646, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1693, Y: 644, Rotation: 48
QualifyingScene.js:493 Car Position - X: 1699, Y: 639, Rotation: 51
QualifyingScene.js:493 Car Position - X: 1701, Y: 637, Rotation: 53
QualifyingScene.js:493 Car Position - X: 1703, Y: 636, Rotation: 56
QualifyingScene.js:493 Car Position - X: 1705, Y: 634, Rotation: 58
QualifyingScene.js:493 Car Position - X: 1707, Y: 632, Rotation: 60
QualifyingScene.js:493 Car Position - X: 1709, Y: 631, Rotation: 63
QualifyingScene.js:493 Car Position - X: 1710, Y: 629, Rotation: 65
QualifyingScene.js:493 Car Position - X: 1712, Y: 628, Rotation: 67
QualifyingScene.js:493 Car Position - X: 1713, Y: 627, Rotation: 70
QualifyingScene.js:493 Car Position - X: 1724, Y: 617, Rotation: 72
QualifyingScene.js:493 Car Position - X: 1725, Y: 616, Rotation: 74
QualifyingScene.js:493 Car Position - X: 1726, Y: 615, Rotation: 77
QualifyingScene.js:493 Car Position - X: 1727, Y: 614, Rotation: 79
QualifyingScene.js:493 Car Position - X: 1729, Y: 613, Rotation: 82
QualifyingScene.js:493 Car Position - X: 1730, Y: 612, Rotation: 84
QualifyingScene.js:493 Car Position - X: 1731, Y: 611, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1736, Y: 607, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1737, Y: 606, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1738, Y: 606, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1739, Y: 606, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1741, Y: 606, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1742, Y: 606, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1744, Y: 606, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1746, Y: 605, Rotation: 87
QualifyingScene.js:493 Car Position - X: 1748, Y: 605, Rotation: 86
QualifyingScene.js:493 Car Position - X: 1766, Y: 604, Rotation: 89
QualifyingScene.js:493 Car Position - X: 1768, Y: 604, Rotation: 91
QualifyingScene.js:493 Car Position - X: 1770, Y: 604, Rotation: 94
QualifyingScene.js:493 Car Position - X: 1772, Y: 604, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1774, Y: 604, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1794, Y: 606, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1796, Y: 607, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1798, Y: 607, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1800, Y: 607, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1802, Y: 607, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1805, Y: 608, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1850, Y: 612, Rotation: 98
QualifyingScene.js:493 Car Position - X: 1851, Y: 612, Rotation: 101
QualifyingScene.js:493 Car Position - X: 1853, Y: 613, Rotation: 103
QualifyingScene.js:493 Car Position - X: 1854, Y: 613, Rotation: 106
QualifyingScene.js:493 Car Position - X: 1856, Y: 613, Rotation: 108
QualifyingScene.js:493 Car Position - X: 1857, Y: 613, Rotation: 110
QualifyingScene.js:493 Car Position - X: 1859, Y: 613, Rotation: 113
QualifyingScene.js:493 Car Position - X: 1860, Y: 613, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1872, Y: 614, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1873, Y: 614, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1874, Y: 615, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1875, Y: 616, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1876, Y: 616, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1877, Y: 617, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1879, Y: 617, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1893, Y: 624, Rotation: 118
QualifyingScene.js:493 Car Position - X: 1895, Y: 625, Rotation: 120
QualifyingScene.js:493 Car Position - X: 1896, Y: 625, Rotation: 122
QualifyingScene.js:493 Car Position - X: 1897, Y: 626, Rotation: 125
QualifyingScene.js:493 Car Position - X: 1899, Y: 627, Rotation: 127
QualifyingScene.js:493 Car Position - X: 1900, Y: 627, Rotation: 130
QualifyingScene.js:493 Car Position - X: 1901, Y: 628, Rotation: 132
QualifyingScene.js:493 Car Position - X: 1902, Y: 628, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1909, Y: 632, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1910, Y: 632, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1911, Y: 633, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1912, Y: 634, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1913, Y: 635, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1914, Y: 636, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1925, Y: 647, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1926, Y: 648, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1927, Y: 649, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1929, Y: 650, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1930, Y: 651, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1931, Y: 653, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1933, Y: 654, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1934, Y: 656, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1936, Y: 657, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1938, Y: 659, Rotation: 134
QualifyingScene.js:493 Car Position - X: 1941, Y: 662, Rotation: 132
QualifyingScene.js:493 Car Position - X: 1943, Y: 664, Rotation: 130
QualifyingScene.js:493 Car Position - X: 1945, Y: 666, Rotation: 127
QualifyingScene.js:493 Car Position - X: 1947, Y: 668, Rotation: 125
QualifyingScene.js:493 Car Position - X: 1948, Y: 669, Rotation: 123
QualifyingScene.js:493 Car Position - X: 1950, Y: 671, Rotation: 120
QualifyingScene.js:493 Car Position - X: 1951, Y: 672, Rotation: 118
QualifyingScene.js:493 Car Position - X: 1953, Y: 674, Rotation: 115
QualifyingScene.js:493 Car Position - X: 1969, Y: 690, Rotation: 113
QualifyingScene.js:493 Car Position - X: 1971, Y: 691, Rotation: 111
QualifyingScene.js:493 Car Position - X: 1972, Y: 692, Rotation: 108
QualifyingScene.js:493 Car Position - X: 1972, Y: 693, Rotation: 106
QualifyingScene.js:493 Car Position - X: 1973, Y: 694, Rotation: 103
QualifyingScene.js:493 Car Position - X: 1974, Y: 695, Rotation: 101
QualifyingScene.js:493 Car Position - X: 1975, Y: 696, Rotation: 98
QualifyingScene.js:493 Car Position - X: 1976, Y: 696, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1981, Y: 702, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1982, Y: 702, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1983, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1984, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1986, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1987, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1988, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1990, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1992, Y: 703, Rotation: 96
QualifyingScene.js:493 Car Position - X: 1994, Y: 704, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2013, Y: 706, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2015, Y: 706, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2016, Y: 706, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2018, Y: 706, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2020, Y: 706, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2023, Y: 707, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2025, Y: 707, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2027, Y: 707, Rotation: 96
QualifyingScene.js:493 Car Position - X: 2069, Y: 712, Rotation: 98
QualifyingScene.js:493 Car Position - X: 2071, Y: 712, Rotation: 101
QualifyingScene.js:493 Car Position - X: 2073, Y: 712, Rotation: 103
QualifyingScene.js:493 Car Position - X: 2074, Y: 712, Rotation: 106
QualifyingScene.js:493 Car Position - X: 2076, Y: 712, Rotation: 108
QualifyingScene.js:493 Car Position - X: 2078, Y: 712, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2111, Y: 716, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2112, Y: 716, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2113, Y: 716, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2114, Y: 717, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2115, Y: 717, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2116, Y: 717, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2118, Y: 718, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2119, Y: 718, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2121, Y: 719, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2123, Y: 720, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2124, Y: 720, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2126, Y: 721, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2128, Y: 722, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2130, Y: 723, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2133, Y: 723, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2135, Y: 724, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2138, Y: 725, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2140, Y: 726, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2143, Y: 727, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2146, Y: 728, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2149, Y: 729, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2152, Y: 730, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2155, Y: 732, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2158, Y: 733, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2161, Y: 734, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2165, Y: 735, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2168, Y: 737, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2172, Y: 738, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2176, Y: 739, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2180, Y: 741, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2184, Y: 742, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2188, Y: 744, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2192, Y: 745, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2197, Y: 747, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2201, Y: 749, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2206, Y: 750, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2211, Y: 752, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2215, Y: 754, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2220, Y: 756, Rotation: 110
QualifyingScene.js:493 Car Position - X: 2264, Y: 772, Rotation: 112
QualifyingScene.js:493 Car Position - X: 2268, Y: 773, Rotation: 115
QualifyingScene.js:493 Car Position - X: 2273, Y: 775, Rotation: 117
QualifyingScene.js:493 Car Position - X: 2277, Y: 776, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2371, Y: 811, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2373, Y: 812, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2375, Y: 813, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2377, Y: 814, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2379, Y: 815, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2382, Y: 817, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2420, Y: 838, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2422, Y: 839, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2424, Y: 840, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2426, Y: 841, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2428, Y: 842, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2430, Y: 843, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2432, Y: 845, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2452, Y: 856, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2454, Y: 857, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2456, Y: 858, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2459, Y: 860, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2461, Y: 861, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2463, Y: 862, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2466, Y: 864, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2469, Y: 865, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2471, Y: 867, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2474, Y: 868, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2477, Y: 870, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2480, Y: 872, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2484, Y: 873, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2487, Y: 875, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2490, Y: 877, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2494, Y: 879, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2497, Y: 881, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2501, Y: 883, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2594, Y: 935, Rotation: 121
QualifyingScene.js:493 Car Position - X: 2596, Y: 936, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2598, Y: 937, Rotation: 126
QualifyingScene.js:493 Car Position - X: 2600, Y: 938, Rotation: 129
QualifyingScene.js:493 Car Position - X: 2632, Y: 956, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2633, Y: 957, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2634, Y: 958, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2636, Y: 959, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2637, Y: 960, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2638, Y: 961, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2640, Y: 962, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2642, Y: 963, Rotation: 128
QualifyingScene.js:493 Car Position - X: 2657, Y: 976, Rotation: 131
QualifyingScene.js:493 Car Position - X: 2659, Y: 977, Rotation: 133
QualifyingScene.js:493 Car Position - X: 2660, Y: 978, Rotation: 136
QualifyingScene.js:493 Car Position - X: 2662, Y: 979, Rotation: 138
QualifyingScene.js:493 Car Position - X: 2663, Y: 980, Rotation: 140
QualifyingScene.js:493 Car Position - X: 2664, Y: 981, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2676, Y: 990, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2677, Y: 991, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2677, Y: 992, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2678, Y: 993, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2679, Y: 995, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2680, Y: 996, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2691, Y: 1010, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2692, Y: 1011, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2693, Y: 1012, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2694, Y: 1014, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2695, Y: 1016, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2697, Y: 1017, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2698, Y: 1019, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2711, Y: 1036, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2712, Y: 1038, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2714, Y: 1040, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2715, Y: 1042, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2717, Y: 1044, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2718, Y: 1046, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2731, Y: 1063, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2733, Y: 1065, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2734, Y: 1067, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2736, Y: 1069, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2738, Y: 1072, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2740, Y: 1074, Rotation: 143
QualifyingScene.js:493 Car Position - X: 2756, Y: 1095, Rotation: 140
QualifyingScene.js:493 Car Position - X: 2758, Y: 1098, Rotation: 138
QualifyingScene.js:493 Car Position - X: 2759, Y: 1100, Rotation: 136
QualifyingScene.js:493 Car Position - X: 2761, Y: 1102, Rotation: 133
QualifyingScene.js:493 Car Position - X: 2762, Y: 1104, Rotation: 131
QualifyingScene.js:493 Car Position - X: 2764, Y: 1106, Rotation: 129
QualifyingScene.js:493 Car Position - X: 2765, Y: 1107, Rotation: 126
QualifyingScene.js:493 Car Position - X: 2766, Y: 1109, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2785, Y: 1133, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2786, Y: 1135, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2787, Y: 1135, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2788, Y: 1136, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2790, Y: 1137, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2791, Y: 1138, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2793, Y: 1139, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2795, Y: 1141, Rotation: 124
QualifyingScene.js:493 Car Position - X: 2806, Y: 1148, Rotation: 121
QualifyingScene.js:493 Car Position - X: 2808, Y: 1149, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2810, Y: 1150, Rotation: 117
QualifyingScene.js:493 Car Position - X: 2811, Y: 1152, Rotation: 114
QualifyingScene.js:493 Car Position - X: 2813, Y: 1153, Rotation: 112
QualifyingScene.js:493 Car Position - X: 2814, Y: 1154, Rotation: 109
QualifyingScene.js:493 Car Position - X: 2816, Y: 1155, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2830, Y: 1164, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2831, Y: 1165, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2833, Y: 1165, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2834, Y: 1166, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2836, Y: 1166, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2837, Y: 1167, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2839, Y: 1167, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2841, Y: 1168, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2843, Y: 1169, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2845, Y: 1169, Rotation: 107
QualifyingScene.js:493 Car Position - X: 2871, Y: 1177, Rotation: 109
QualifyingScene.js:493 Car Position - X: 2873, Y: 1178, Rotation: 112
QualifyingScene.js:493 Car Position - X: 2875, Y: 1178, Rotation: 114
QualifyingScene.js:493 Car Position - X: 2877, Y: 1179, Rotation: 117
QualifyingScene.js:493 Car Position - X: 2878, Y: 1180, Rotation: 119
QualifyingScene.js:493 Car Position - X: 2880, Y: 1181, Rotation: 121
